"taxon_name","accepted_name","ref_author","ref_pubyr","primary_reference","phylum","class","order","family","genus","reference_no","taxon_no","data_enterer","zoobank","ref_language","group","taxon_status","type_locality","type_country","country_reposited","institution_reposited","holotype_number..separate.by...if.multiple.","sp_named_after","sp_language..if.another.language.but.latin.used.","sp_if_person_name","sp_if_person_gender","sp_gender_notes","sp_if_person_country","sp_if_person_country_notes","sp_notes","gen_named_after","gen_language..if.another.language.but.latin.used.","gen_if_person_name","gen_if_person_gender","gen_gender_notes","gen_if_person_country","gen_if_person_country_notes","gen_notes","affiliations_of_authors..separated.by...","countries_of_authors..separated.by...","modified.by","data_from_alternative_source","comments","genus_cleaned","category"
"Ornithopsis leedsii","Ornithopsis leedsii","Hulke",1887,"J. W. Hulke. 1887. Note on some dinosaurian remains in the collection of A. Leeds, Esq.  Part I.  Ornithopsis leedsii.  Part II.  Omosaurus, sp. Geological Magazine, decade 3 4:375-376","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Ornithopsis",25692,56552,"Thomas Halliday","","","dinosauria","valid","Peterborough gas-works well","UK","UK","Natural History Museum, London","BMNH R1984-1988","person","","Alfred Nicholson Leeds","","","UK","retrieved from external source","Amateur palaeontologist who had collected the specimen","in relation to other taxa","Greek","","","","","","""Bird-like""","UK","UK","",FALSE,"","Ornithopsis","sp"
"Ornithopsis humerocristatus","Duriatitan humerocristatus","Lydekker",1888,"R. Lydekker. 1888. Note on a new Wealden iguanodont and other dinosaurs. Quarterly Journal of the Geological Society of London 44:46-61","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Ornithopsis",14158,NA,"Nussaïbah B. Raja","","","","recombined","","","","","","","","","","","","","","in relation to other taxa","Greek","","","","","","Bird-like","UK","UK","",FALSE,"duplicate","Ornithopsis","sp"
"Ornithopsis greppini","Amanzia greppini","Huene",1922,"F. v. Huene. 1922. Ueber einem Sauropoden im obern Malm des Berner Jura [On a sauropod in the upper Malm of the Bernese Jura]. Eclogae Geologicae Helveticae 17:80-94","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Ornithopsis",52718,NA,"Nussaïbah B. Raja","","","","recombined","","","","","","","","","","","","","","in relation to other taxa","Greek","","","","","","Bird-like","Germany","Germany","",FALSE,"duplicate","Ornithopsis","sp"
"Ornithopus adamsanus","Ornithopus adamsanus","Hitchcock",1848,"E. Hitchcock. 1848. An attempt to discriminate and describe the animals that made the fossil footmarks of the United States, and especially of New England. Memoirs of the American Academy of Arts and Sciences, new series 3:129-256","Chordata","Reptilia","Eosuchia","NO_FAMILY_SPECIFIED","Ornithopus",30909,156071,"Thomas Halliday","","English","trace","valid","Montague City, Massachusetts","USA","USA","Amherst College","AC 125","person","","Professor Charles Baker Adams","","","USA","explicitly stated in paper","Professor of Astronomy, Zoology, and Natural History at Amherst, assistant to Hitchcock","in relation to other taxa","Greek","","","","","","""bird foot""","USA","USA","",FALSE,"","Ornithopus","sp"
"Ornithotarsus immanis","Hadrosaurus foulkii","Cope",1869,"E. D. Cope. 1869. On some reptilian remains. The American Journal of Science, series 2 48:278","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Ornithotarsus",15623,NA,"Nussaïbah B. Raja","","","dinosauria","junior","Woodbury Formation, New Jersey","USA","USA","Yale Peabody Museum","YPM 3221","size","Latin","","","","","","Latin, immanis, ""immense.""","in relation to other taxa","Greek","","","","","","""bird ankle""","USA","USA","",TRUE,"Genus etymology from Holtz (2011) appendix","Ornithotarsus","sp"
"Orodromeus makelai","Orodromeus makelai","Horner and Weishampel",1988,"J. R. Horner and D. B. Weishampel. 1988. A comparative embryological study of two ornithischian dinosaurs. Nature 332:256-257","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Orodromeus",7404,64338,"Thomas Halliday","","English","dinosauria","valid","Egg Mountain site, Willow Creek, Teton County, Montana","USA","USA","Museum of the Rockies","MOR294","person","","Robert Makela","male","based on paper","USA","retrieved from external source","""for his many dinosaur discoveries including the holotype""","behavioural characteristics","Greek","","","","","","""Mountain runner"", in allusion to both Egg Mountain and Montana, as well as the presumed cursorial habits","USA; USA","USA; USA","",FALSE,"","Orodromeus","sp"
"Orthomerus weberi","Riabininohadros weberae","Riabinin",1946,"A. N. Riabinin. 1946. Novyye nakhodki iskopayemykh reptiliy v krymu [New finds of fossil reptiles in Crimea]. Priroda 1946(11):65-66","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Orthomerus",63088,NA,"Nussaïbah B. Raja","","","","recombined","","","","","","","","","","","","","","morphological characteristics","","","","","","","straight femur","Russia","Russia","",FALSE,"duplicate","Orthomerus","sp"
"Orthomerus transylvanicus","Telmatosaurus transsylvanicus","Lapparent",1947,"A. F. d. Lapparent. 1947. Les dinosauriens du CrÃ©tacÃ© SupÃ©rieur du Midi de la France [The dinosaurs of the Upper Cretaceous of the south of France]. MÃ©moires de la SociÃ©tÃ© GÃ©ologique de France, Nouvelle SÃ©rie 56:1-54","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Orthomerus",46006,NA,"Nussaïbah B. Raja","","","","recombined","","","","","","","","","","","","","","morphological characteristics","","","","","","","straight femur","France","France","",FALSE,"","Orthomerus","sp"
"Oryctodromeus cubicularis","Oryctodromeus cubicularis","Varricchio et al.",2007,"D. J. Varricchio, A. J. Martin, and Y. Katsura. 2007. First trace and body fossil evidence of a burrowing, denning dinosaur. Proceedings of the Royal Society of London B 274:1361-1368","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Oryctodromeus",24636,103710,"William Foster",NA,"English","dinosauria","valid","Lima Peaks, Beaverhead Co., Montana, USA","USA","USA","Museum of the Rockies","MOR 1636a","behavioural characteristics","Greek","","","","","","translates to ‘of the lair’, referring to the inferred denning habit of the taxon.","behavioural characteristics","Greek","","","","","","The generic name comes from the Greek words orycto and dromeus, meaning the ‘digging runner’. ","USA; USA; Japan","USA; USA; Japan","",FALSE,"","Oryctodromeus","sp"
"Osmakasaurus","","Gilmore",1909,"C. W. Gilmore. 1909. Osteology of the Jurassic reptile Camptosaurus, with a revision of the genus, and descriptions of two new species. Proceedings of the United States National Museum 36(1666):197-332","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Osmakasaurus",13449,NA,"Nussaïbah B. Raja","","","","","","","","","","","","","","","","","","location/geography","Lakota","","","","","","""ósmaka"" meaning 'Canyon'","USA","USA","",FALSE,"duplicate","Osmakasaurus","gen"
"Osmakasaurus depressus","Osmakasaurus depressus","Gilmore",1909,"C. W. Gilmore. 1909. Osteology of the Jurassic reptile Camptosaurus, with a revision of the genus, and descriptions of two new species. Proceedings of the United States National Museum 36(1666):197-332","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Osmakasaurus",13449,261769,"Thomas Halliday","","","dinosauria","valid","Calico Canyon, Buffalo Gap, South Dakota","USA","USA","Smithsonian Museum of Natural History","USNM 4753","morphological characteristics","","","","","","","""suggested by the depressed nature of the ilium""","location/geography","Lakota","","","","","","""ósmaka"" meaning 'Canyon'","USA","USA","",FALSE,"","Osmakasaurus","sp"
"Ostafrikasaurus crassiserratus","Ostafrikasaurus crassiserratus","Buffetaut",2013,"E. Buffetaut. 2013. An early spinosaurid dinosaur from the Late Jurassic of Tendaguru (Tanzania) and the evolution of the spinosaurid dentition. Oryctos 10:1-8","Chordata","Saurischia","NO_ORDER_SPECIFIED","Spinosauridae","Ostafrikasaurus",46348,265582,"William Foster",NA,"English","dinosauria","valid","Tendaguru, southeastern Tanzania, quarry Om","Tanzania","Germany","Museum für Naturkunde der Humboldt-Universität, Berlin, Germany","MB.R.1084","morphological characteristics","Latin","","","","","","crassiserratus, from the Latin crassus, thick, and serratus, serrated, referring to the large size of the serrations on the carinae.","location/geography","German","","","","","","Ostafrikasaurus, from the name used by the Germans ([Deutsch]-Ostafrika) for the part of East Africa including Tendaguru at the time of the expeditions of the Berlin Museum, and saurus, from σαυρóς, Greek for a lizard ","France","France","",FALSE,"","Ostafrikasaurus","sp"
"Ostendichnus bilobatus","Ostendichnus bilobatus","Lockley et al.",2016,"M. G. Lockley, R. T. McCrea, and L. G. Buckley, J. D. Lim, N. A. Matthews, B. H. Breithaupt, K. Houck, G. D. Gierlinski, D. Surmik, K. S. Kim, L. Xing, D. Y. Kong, K. Cart, J. Martin, G. Hadden. 2016. Theropod courtship: large scale physical evidence of display arenas and avian-like scrape ceremony behaviour by Cretaceous dinosaurs. Scientific Reports 6:18952:1-10","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Ostendichnus",78436,443418,"","","","trace","","","","","","","","","","","","","","","","","","","","","","","","","",FALSE,"","Ostendichnus","sp"
"Othnielosaurus","","Marsh",1894,"O. C. Marsh. 1894. The typical Ornithopoda of the American Jurassic. American Journal of Science, series 3 48:85-90","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Othnielosaurus",9097,NA,"","","","","","","","","","","","","","","","","","","person","","Othniel Charles Marsh","","","","","Original describer","USA","USA","",FALSE,"","Othnielosaurus","gen"
"Othnielosaurus consors","Othnielosaurus consors","Marsh",1894,"O. C. Marsh. 1894. The typical Ornithopoda of the American Jurassic. American Journal of Science, series 3 48:85-90","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Othnielosaurus",9097,104626,"Thomas Halliday","","","dinosauria","invalid (other)","Como Bluff","USA","USA","Yale Peabody Museum","YPM 1882","unknown","","","","","","","""shared fate"" or ""companion"", perhaps because there were several near-complete specimens.","person","","Othniel Charles Marsh","","","","","Original describer","USA","USA","",FALSE,"Galton (2007) named Othnielosaurus a junior synonym of Nanosaurus. But Madzia et al (2018) included Othnielosaurus but not Nanosaurus in a phylogeny, so it is considered valid by the PBDB. Originally, this specimen was assigned to Laosaurus.","Othnielosaurus","sp"
"Otogornis genghisi","Otogornis genghisi","Hou",1994,"L. Hou. 1994. [A late Mesozoic bird from Inner Mongolia]. Vertebrata PalAsiatica 32(4):258-266","Chordata","Aves","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Otogornis",38777,137493,"William Foster",NA,"Chinese & English","aves","valid","Chaibu-Sumi, Otog-qi, Yikezhao-meng, Inner Mongolia","China","China","Institute of Vertebrate Paleontology and Paleoanthropology","IVPP V 9607","person","","Genghis","male","based on paper","Mongol Empire","retrieved from external source","Named for Genghis Khan, the first emporer of the Yuan Dynasty in China","location/geography","","","","","","","refers to fosil locality, Otog-qi","China","China","",FALSE,"","Otogornis","sp"
"Otouphepus declivis","Otouphepus declivis","Ellenberger",1970,"P. Ellenberger. 1970. Les niveaux paléontologiques de première apparition des mammifères primoridaux en Afrique du Sud et leur ichnologie.  Establissement de zones stratigraphiques detaillees dans le Stormberg du Lesotho (Afrique du Sud) (Trias Supérieur à Jurassique) [The paleontological levels of the first appearance of primordial mammals in southern Africa and their ichnology.  Establishment of detailed stratigraphic zones in the Stormberg of Lesotho (southern Africa) (Upper Triassic to Jurassic). In: S. H. Haughton (ed.), Second Symposium on Gondwana Stratigraphy and Paleontology, International Union of Geological Sciences.  Council for Scientific and Industrial Research, Pretoria","Chordata","Saurischia","NO_ORDER_SPECIFIED","Eubrontidae","Otouphepus",28154,133419,"Thomas Halliday","","French","trace","","Cana tracksite","Lesotho","","","","morphological characteristics","","","","","","","""sloping""","morphological characteristics","Latin","","","","","","""Giant webbed foot""","France","France","William Foster",FALSE,"Genus named in Cushman 1904, but the original species has been reassigned to another genus.","Otouphepus","sp"
"Otouphepus palustris","Grallator palustris","Ellenberger",1970,"P. Ellenberger. 1970. Les niveaux palÃ©ontologiques de premiÃ¨re apparition des mammifÃ¨res primoridaux en Afrique du Sud et leur ichnologie. Establissement de zones stratigraphiques detaillees dans le Stormberg du Lesotho (Afrique du Sud) (Trias SupÃ©rieur Ã  Jurassique) [The paleontological levels of the first appearance of primordial mammals in southern Africa and their ichnology. Establishment of detailed stratigraphic zones in the Stormberg of Lesotho (southern Africa) (Upper Triassic to Jurassic). In: S. H. Haughton (ed.), Second Symposium on Gondwana Stratigraphy and Paleontology, International Union of Geological Sciences. Council for Scientific and Industrial Research, Pretoria","Chordata","Saurischia","NO_ORDER_SPECIFIED","Eubrontidae","Otouphepus",28154,NA,"Nussaïbah B. Raja","","","","recombined","","","","","","","","","","","","","","morphological characteristics","","","","","","","""giant webbed foot""","France","France","",FALSE,"","Otouphepus","sp"
"Otozoum moodii","Otozoum moodii","Hitchcock",1847,"E. Hitchcock. 1847. Description of two new species of fossil footmarks found in Massachusetts and Connecticut, or, of the animals that made them. The American Journal of Science and Arts, series 2 4(10):46-57","Chordata","Saurischia","NO_ORDER_SPECIFIED","Otozoidae","Otozoum",23649,67414,"Thomas Halliday","","English","trace","","Moody's Corner, Massachusetts","USA","USA","Amherst College","AC 4/1a","person","","Pliny Moody","","","USA","retrieved from external source","Discoverer of the specimens","folklore/religion","Greek","","","","","","""Otus animal"", after the giant Otus, son of Poseidon, nine fathoms tall at the age of nine.","USA","USA","",FALSE,"","Otozoum","sp"
"Otozoum minus","Otozoum minus","Lull",1953,"R. S. Lull. 1953. Triassic life of the Connecticut Valley (revised). State of Connecticut State Geological and Natural History Survey Bulletin 81:1-336","Chordata","Saurischia","NO_ORDER_SPECIFIED","Otozoidae","Otozoum",14321,67415,"William Foster","","","trace","","","","","","","","","","","","","","","folklore/religion","Greek","","","","","","""Otus animal"", after the giant Otus, son of Poseidon, nine fathoms tall at the age of nine.","","","",FALSE,"","Otozoum","sp"
"Otozoum grandcombensis","Otozoum grandcombensis","Gand et al.",2000,"G. Gand, M. Vianey-Liaud, and G. Demathieu, J. Garric. 2000. Deux nouvelles traces de pas de Dinosaures du Trias supérieur de la bordure cévenole (La Grand-Combe, Sud-Est de la France) [Two new dinosaur footprints from the Upper Triassic of the Cevennes border (La Grande-Combe, southeastern France)]. Geobios 33(5):599-624","Chordata","Saurischia","NO_ORDER_SPECIFIED","Otozoidae","Otozoum",65699,77383,"William Foster",NA,"French","trace","valid","La Grand-Comb","France","","","Pied P1  et main M2 de la piste 7","location/geography","","","","","","","De la Grand-Combe, ville ancienne au pass6 minier prestigieux, pr6s de laquelle a 6t6 d6couverte la piste 7 ","folklore/religion","Greek","","","","","","""Otus animal"", after the giant Otus, son of Poseidon, nine fathoms tall at the age of nine.","France; France; France; France","France; France; France; France","",FALSE,"I understand that they are still in the field","Otozoum","sp"
"Ouranosaurus nigeriensis","Ouranosaurus nigeriensis","Taquet",1972,"P. Taquet. 1972. Il giacimento di Gadoufaoua [The locality of Gadoufaoua].  In G. Ligabue, G. Pinna, A. Azzaroli, & P. Taquet (eds.), I Dinosauri del Teneré 41:51-60","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Ouranosaurus",68627,52877,"William Foster/Nussaïbah B. Raja","","","dinosauria","valid","7 km south-east of El Rhaz, Gadoufaoua","Niger","France","Museum National d’Histoire Naturelle","MNHN GDF 300","location/geography","","","","","","","In reference to country of Niger. ","behavioural characteristics","","","","","","","""brave reptile""","France","France","",TRUE,"Genus etymology from Holtz (2007) appendix","Ouranosaurus","sp"
